Pizza,-59,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-56,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-53,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-50,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-45,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-42,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-39,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-36,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-30,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-27,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-24,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-21,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-16,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-13,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-10,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-7,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,-2,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,1,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,4,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,7,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,11,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,14,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,17,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,20,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,26,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,29,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,32,2.7,-34,0,0,1,0,1,1,1,6.90,1
Pizza,35,2.7,-34,0,0,1,0,1,1,1,6.90,1
IceCream,-21,3.8,-34,0,0,1,0,1,1,1,8.90,1
IceCream,-24,3.8,-34,0,0,1,0,1,1,1,8.90,1
IceCream,-27,3.8,-34,0,0,1,0,1,1,1,8.90,1
